"exposureName","conditionClass","milConflictCode","exposureValue","hasConditionClass","Freq","Percent","splitGroup"
"Fog Oils","Respiratory Conditions","OIF/OEF/OND",NA,NA,22,29.64,"Last Third"
"Fog Oils","Respiratory Conditions","OIF/OEF/OND",NA,NA,32,35.53,"Second Third"
"Fog Oils","Respiratory Conditions","OIF/OEF/OND",NA,NA,20,23.64,"Second Third"
"Fog Oils","Respiratory Conditions","OIF/OEF/OND",NA,NA,11,22.7,"Second Third"
"Fog Oils","Respiratory Conditions","ODSS",NA,NA,21,32.69,"Second Third"
"Fog Oils","Respiratory Conditions","ODSS",NA,NA,22,37.7,"Last Third"
"Fog Oils","Respiratory Conditions","ODSS",NA,NA,16,22.26,"First Third"
"Fog Oils","Sensory Organ Disease","ODSS",NA,NA,23,27.33,"Last Third"
"Fog Oils","Sensory Organ Disease","ODSS",NA,NA,13,15.84,"Last Third"
"Fog Oils","Sensory Organ Disease","ODSS",NA,NA,14,24.01,"Last Third"
"Fog Oils","Sensory Organ Disease","ODSS",NA,NA,34,42.88,"First Third"
"Fog Oils","Sensory Organ Disease","OIF/OEF/OND",NA,NA,16,43.17,"First Third"
"Fog Oils","Sensory Organ Disease","ODSS",NA,NA,17,18.75,"First Third"
"Fog Oils","Sensory Organ Disease","OIF/OEF/OND",NA,NA,7,19.17,"Last Third"
"Fog Oils","Sensory Organ Disease","ODSS",NA,NA,24,36.09,"Last Third"
"Fog Oils","Substance Abuse Disorders","ODSS",NA,NA,31,39.53,"First Third"
"Fog Oils","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,10,6.22,"Last Third"
"Fog Oils","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,48,51.47,"First Third"
"Fog Oils","Substance Abuse Disorders","ODSS",NA,NA,4,11.98,"Last Third"
"Fog Oils","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,25,39.56,"Second Third"
"Fog Oils","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,2,7.55,"Last Third"
"Fog Oils","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,37,49.02,"Second Third"
"Fog Oils","Substance Abuse Disorders","ODSS",NA,NA,5,5.57,"First Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","ODSS",NA,NA,14,25.35,"Last Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,41,42.51,"First Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","ODSS",NA,NA,11,6.22,"Second Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","ODSS",NA,NA,24,24.14,"Last Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,16,26.91,"Last Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","ODSS",NA,NA,15,28.93,"Last Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","ODSS",NA,NA,8,11.63,"First Third"
"Human Blood/Bodily Fluids","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,27,34.68,"Last Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","ODSS",NA,NA,31,30.64,"Last Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,27,31.35,"Second Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","ODSS",NA,NA,14,11.24,"Second Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","ODSS",NA,NA,18,20.45,"First Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","ODSS",NA,NA,32,44.98,"First Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,2,8.11,"First Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,32,35.37,"Last Third"
"Human Blood/Bodily Fluids","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,15,19.09,"Second Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","ODSS",NA,NA,48,52.48,"Last Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","OIF/OEF/OND",NA,NA,8,7.91,"First Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","ODSS",NA,NA,26,33.12,"Second Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","ODSS",NA,NA,8,1.59,"Last Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","OIF/OEF/OND",NA,NA,34,42.3,"First Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","ODSS",NA,NA,3,2.87,"First Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","ODSS",NA,NA,36,47.95,"Last Third"
"Human Blood/Bodily Fluids","Dermatological Conditions","OIF/OEF/OND",NA,NA,3,5.17,"Last Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","ODSS",NA,NA,37,44.08,"First Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","OIF/OEF/OND",NA,NA,17,11.63,"First Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","ODSS",NA,NA,20,13.93,"Second Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","ODSS",NA,NA,16,10.72,"First Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","ODSS",NA,NA,27,34.24,"Second Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","ODSS",NA,NA,4,6,"First Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","OIF/OEF/OND",NA,NA,34,48.98,"Last Third"
"Human Blood/Bodily Fluids","Endocrine Disorders","ODSS",NA,NA,0,4.84,"Last Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,21,20.05,"First Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,34,41.37,"Last Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,11,9.86,"Last Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,27,22.94,"Second Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","ODSS",NA,NA,17,25.64,"First Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,17,24.99,"Second Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","ODSS",NA,NA,14,16.8,"Second Third"
"Human Blood/Bodily Fluids","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,23,28.96,"Second Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,41,58.75,"Second Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","ODSS",NA,NA,10,4.73,"Second Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","ODSS",NA,NA,16,15.79,"First Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","ODSS",NA,NA,12,12.08,"Second Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,30,42.9,"Last Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","ODSS",NA,NA,10,2.09,"Second Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,37,46.67,"Last Third"
"Human Blood/Bodily Fluids","Genitourinary System Diseases","ODSS",NA,NA,3,7.74,"First Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,49,57.57,"Last Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","ODSS",NA,NA,11,11.96,"Last Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,29,21.86,"First Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","ODSS",NA,NA,13,18,"Second Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,26,40.85,"Second Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","ODSS",NA,NA,6,6.62,"Last Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","ODSS",NA,NA,36,38.28,"Second Third"
"Human Blood/Bodily Fluids","Heatstroke and Sunstroke","ODSS",NA,NA,12,10.62,"First Third"
"Human Blood/Bodily Fluids","Hematological Conditions","ODSS",NA,NA,55,58.12,"Last Third"
"Human Blood/Bodily Fluids","Hematological Conditions","ODSS",NA,NA,5,1.17,"Last Third"
"Human Blood/Bodily Fluids","Hematological Conditions","OIF/OEF/OND",NA,NA,31,29.46,"Second Third"
"Human Blood/Bodily Fluids","Hematological Conditions","OIF/OEF/OND",NA,NA,6,4.07,"Last Third"
"Human Blood/Bodily Fluids","Hematological Conditions","ODSS",NA,NA,33,41.98,"Second Third"
"Human Blood/Bodily Fluids","Hematological Conditions","OIF/OEF/OND",NA,NA,2,9.07,"Last Third"
"Human Blood/Bodily Fluids","Hematological Conditions","ODSS",NA,NA,31,41.88,"First Third"
"Human Blood/Bodily Fluids","Hematological Conditions","ODSS",NA,NA,3,1.68,"Last Third"
"Human Blood/Bodily Fluids","Immune System Disorders","OIF/OEF/OND",NA,NA,28,36.4,"First Third"
"Human Blood/Bodily Fluids","Immune System Disorders","OIF/OEF/OND",NA,NA,23,28.1,"First Third"
"Human Blood/Bodily Fluids","Immune System Disorders","OIF/OEF/OND",NA,NA,14,18.8,"First Third"
"Human Blood/Bodily Fluids","Immune System Disorders","ODSS",NA,NA,23,27.77,"Second Third"
"Human Blood/Bodily Fluids","Immune System Disorders","OIF/OEF/OND",NA,NA,21,30.01,"Last Third"
"Human Blood/Bodily Fluids","Immune System Disorders","ODSS",NA,NA,16,24.56,"First Third"
"Human Blood/Bodily Fluids","Immune System Disorders","ODSS",NA,NA,14,17.75,"Second Third"
"Human Blood/Bodily Fluids","Immune System Disorders","OIF/OEF/OND",NA,NA,21,32.52,"First Third"
"Human Blood/Bodily Fluids","Infectious Conditions","OIF/OEF/OND",NA,NA,37,34.95,"First Third"
"Human Blood/Bodily Fluids","Infectious Conditions","ODSS",NA,NA,21,25.21,"First Third"
"Human Blood/Bodily Fluids","Infectious Conditions","OIF/OEF/OND",NA,NA,13,21.11,"First Third"
"Human Blood/Bodily Fluids","Infectious Conditions","ODSS",NA,NA,20,26.58,"Last Third"
"Human Blood/Bodily Fluids","Infectious Conditions","OIF/OEF/OND",NA,NA,21,26.11,"First Third"
"Human Blood/Bodily Fluids","Infectious Conditions","ODSS",NA,NA,14,18.05,"Second Third"
"Human Blood/Bodily Fluids","Infectious Conditions","OIF/OEF/OND",NA,NA,28,33.05,"First Third"
"Human Blood/Bodily Fluids","Infectious Conditions","OIF/OEF/OND",NA,NA,9,20.41,"Second Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,7,5.99,"First Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","ODSS",NA,NA,52,61.3,"Second Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","ODSS",NA,NA,1,0.6,"Second Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","ODSS",NA,NA,36,41.19,"First Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,7,11.49,"Second Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,34,39.5,"Last Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,5,5.83,"Last Third"
"Human Blood/Bodily Fluids","Musculoskeletal Conditions","ODSS",NA,NA,38,47.91,"Second Third"
"Human Blood/Bodily Fluids","Neoplasms","ODSS",NA,NA,46,56.61,"First Third"
"Human Blood/Bodily Fluids","Neoplasms","ODSS",NA,NA,6,8.4,"First Third"
"Human Blood/Bodily Fluids","Neoplasms","ODSS",NA,NA,28,33.3,"Last Third"
"Human Blood/Bodily Fluids","Neoplasms","ODSS",NA,NA,1,4.29,"Second Third"
"Human Blood/Bodily Fluids","Neoplasms","OIF/OEF/OND",NA,NA,31,39.39,"Last Third"
"Human Blood/Bodily Fluids","Neoplasms","OIF/OEF/OND",NA,NA,6,7.69,"First Third"
"Human Blood/Bodily Fluids","Neoplasms","ODSS",NA,NA,37,47.15,"First Third"
"Human Blood/Bodily Fluids","Neoplasms","ODSS",NA,NA,5,7.58,"Second Third"
"Human Blood/Bodily Fluids","Neurological Conditions","OIF/OEF/OND",NA,NA,11,1.37,"First Third"
"Human Blood/Bodily Fluids","Neurological Conditions","ODSS",NA,NA,47,53.2,"Second Third"
"Human Blood/Bodily Fluids","Neurological Conditions","ODSS",NA,NA,10,5.3,"First Third"
"Human Blood/Bodily Fluids","Neurological Conditions","ODSS",NA,NA,30,34.19,"First Third"
"Human Blood/Bodily Fluids","Neurological Conditions","ODSS",NA,NA,8,5.09,"First Third"
"Human Blood/Bodily Fluids","Neurological Conditions","OIF/OEF/OND",NA,NA,24,32.13,"First Third"
"Human Blood/Bodily Fluids","Neurological Conditions","ODSS",NA,NA,5,10.34,"Last Third"
"Human Blood/Bodily Fluids","Neurological Conditions","ODSS",NA,NA,40,49.85,"First Third"
"Human Blood/Bodily Fluids","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,53,58.75,"Last Third"
"Human Blood/Bodily Fluids","Nutritional and Metabolic Diseases","ODSS",NA,NA,3,2.97,"First Third"
"Human Blood/Bodily Fluids","Nutritional and Metabolic Diseases","ODSS",NA,NA,40,33.68,"First Third"
"Human Blood/Bodily Fluids","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,1.4,"Second Third"
"Human Blood/Bodily Fluids","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,41,48.6,"Last Third"
"Human Blood/Bodily Fluids","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,12.8,"Second Third"
"Human Blood/Bodily Fluids","Nutritional and Metabolic Diseases","ODSS",NA,NA,38,47.71,"First Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","OIF/OEF/OND",NA,NA,11,7.85,"First Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","OIF/OEF/OND",NA,NA,46,54.94,"Last Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","ODSS",NA,NA,3,5.12,"Second Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","ODSS",NA,NA,26,28.11,"Last Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","ODSS",NA,NA,6,4.25,"Last Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","OIF/OEF/OND",NA,NA,30,36.26,"First Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","ODSS",NA,NA,9,0.29,"Second Third"
"Human Blood/Bodily Fluids","Psychiatric Conditions","OIF/OEF/OND",NA,NA,37,53.51,"Last Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","OIF/OEF/OND",NA,NA,29,30.63,"Second Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","OIF/OEF/OND",NA,NA,27,30.11,"Second Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","ODSS",NA,NA,19,17.12,"Last Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","OIF/OEF/OND",NA,NA,16,11.92,"Second Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","ODSS",NA,NA,14,23.74,"Last Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","OIF/OEF/OND",NA,NA,18,21.71,"First Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","OIF/OEF/OND",NA,NA,19,24.24,"First Third"
"Human Blood/Bodily Fluids","Respiratory Conditions","OIF/OEF/OND",NA,NA,24,30.86,"Last Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","ODSS",NA,NA,30,39.75,"Second Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","ODSS",NA,NA,16,23.99,"Second Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","ODSS",NA,NA,17,10.36,"Second Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","OIF/OEF/OND",NA,NA,25,26.41,"Last Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","ODSS",NA,NA,17,25.89,"Second Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","ODSS",NA,NA,16,18.88,"First Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","ODSS",NA,NA,23,23.75,"First Third"
"Human Blood/Bodily Fluids","Sensory Organ Disease","ODSS",NA,NA,20,21.13,"Last Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,52,46.28,"Second Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","ODSS",NA,NA,14,16.4,"First Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","ODSS",NA,NA,29,31.58,"First Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,10,1.19,"Last Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","ODSS",NA,NA,34,38.99,"Last Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","ODSS",NA,NA,9,2.06,"Last Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","ODSS",NA,NA,32,42.62,"Second Third"
"Human Blood/Bodily Fluids","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,10,8.52,"Last Third"
"Industrial Pollution","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,11,23.75,"First Third"
"Industrial Pollution","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,25,33.36,"Second Third"
"Industrial Pollution","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,5,14.83,"First Third"
"Industrial Pollution","Cardiovascular Conditions","ODSS",NA,NA,19,31.26,"Second Third"
"Industrial Pollution","Cardiovascular Conditions","ODSS",NA,NA,17,19.86,"First Third"
"Industrial Pollution","Cardiovascular Conditions","ODSS",NA,NA,12,18.68,"First Third"
"Industrial Pollution","Cardiovascular Conditions","ODSS",NA,NA,23,29.15,"First Third"
"Industrial Pollution","Cardiovascular Conditions","ODSS",NA,NA,23,30.71,"First Third"
"Industrial Pollution","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,21,28.47,"Last Third"
"Industrial Pollution","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,18,24.37,"Last Third"
"Industrial Pollution","Chronic Multisymptom Disorder","ODSS",NA,NA,25,30.73,"Last Third"
"Industrial Pollution","Chronic Multisymptom Disorder","ODSS",NA,NA,3,20.37,"First Third"
"Industrial Pollution","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,15,29.79,"First Third"
"Industrial Pollution","Chronic Multisymptom Disorder","ODSS",NA,NA,1,7.62,"Second Third"
"Industrial Pollution","Chronic Multisymptom Disorder","ODSS",NA,NA,34,55.54,"Second Third"
"Industrial Pollution","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,8,19.78,"First Third"
"Industrial Pollution","Dermatological Conditions","OIF/OEF/OND",NA,NA,35,47.68,"Last Third"
"Industrial Pollution","Dermatological Conditions","ODSS",NA,NA,6,1.44,"Second Third"
"Industrial Pollution","Dermatological Conditions","OIF/OEF/OND",NA,NA,25,37.77,"Second Third"
"Industrial Pollution","Dermatological Conditions","ODSS",NA,NA,12,14.02,"First Third"
"Industrial Pollution","Dermatological Conditions","ODSS",NA,NA,22,40.56,"First Third"
"Industrial Pollution","Dermatological Conditions","OIF/OEF/OND",NA,NA,5,3.82,"First Third"
"Industrial Pollution","Dermatological Conditions","OIF/OEF/OND",NA,NA,38,50.24,"Last Third"
"Industrial Pollution","Dermatological Conditions","ODSS",NA,NA,10,11.58,"Second Third"
"Industrial Pollution","Endocrine Disorders","ODSS",NA,NA,23,42.53,"Second Third"
"Industrial Pollution","Endocrine Disorders","OIF/OEF/OND",NA,NA,17,18.89,"Second Third"
"Industrial Pollution","Endocrine Disorders","ODSS",NA,NA,24,25.17,"Second Third"
"Industrial Pollution","Endocrine Disorders","OIF/OEF/OND",NA,NA,11,15.9,"First Third"
"Industrial Pollution","Endocrine Disorders","OIF/OEF/OND",NA,NA,22,28.09,"Second Third"
"Industrial Pollution","Endocrine Disorders","ODSS",NA,NA,6,5.61,"First Third"
"Industrial Pollution","Endocrine Disorders","OIF/OEF/OND",NA,NA,40,56.34,"First Third"
"Industrial Pollution","Endocrine Disorders","ODSS",NA,NA,8,7.2,"First Third"
"Industrial Pollution","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,12,20.83,"Second Third"
"Industrial Pollution","Gastrointestinal Conditions","ODSS",NA,NA,23,31.4,"Second Third"
"Industrial Pollution","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,9,18.18,"First Third"
"Industrial Pollution","Gastrointestinal Conditions","ODSS",NA,NA,26,32.11,"Second Third"
"Industrial Pollution","Gastrointestinal Conditions","ODSS",NA,NA,20,28,"Last Third"
"Industrial Pollution","Gastrointestinal Conditions","ODSS",NA,NA,6,18.97,"Last Third"
"Industrial Pollution","Gastrointestinal Conditions","ODSS",NA,NA,15,14.48,"Second Third"
"Industrial Pollution","Gastrointestinal Conditions","ODSS",NA,NA,23,43.28,"Second Third"
"Industrial Pollution","Genitourinary System Diseases","ODSS",NA,NA,32,37.25,"Second Third"
"Industrial Pollution","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,14,15.34,"First Third"
"Industrial Pollution","Genitourinary System Diseases","ODSS",NA,NA,27,40.58,"First Third"
"Industrial Pollution","Genitourinary System Diseases","ODSS",NA,NA,10,7.95,"Second Third"
"Industrial Pollution","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,24,34.7,"Second Third"
"Industrial Pollution","Genitourinary System Diseases","ODSS",NA,NA,5,5.87,"First Third"
"Industrial Pollution","Genitourinary System Diseases","ODSS",NA,NA,33,54.33,"Second Third"
"Industrial Pollution","Genitourinary System Diseases","ODSS",NA,NA,11,15.51,"Last Third"
"Industrial Pollution","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,34,52.21,"Second Third"
"Industrial Pollution","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,4,2.86,"Second Third"
"Industrial Pollution","Heatstroke and Sunstroke","ODSS",NA,NA,27,35.2,"Second Third"
"Industrial Pollution","Heatstroke and Sunstroke","ODSS",NA,NA,8,7.47,"Last Third"
"Industrial Pollution","Heatstroke and Sunstroke","ODSS",NA,NA,22,29.47,"Last Third"
"Industrial Pollution","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,2,1.15,"Last Third"
"Industrial Pollution","Heatstroke and Sunstroke","ODSS",NA,NA,38,50.5,"Last Third"
"Industrial Pollution","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,8,16.01,"First Third"
"Industrial Pollution","Hematological Conditions","OIF/OEF/OND",NA,NA,36,51.32,"Second Third"
"Industrial Pollution","Hematological Conditions","ODSS",NA,NA,3,1.09,"Last Third"
"Industrial Pollution","Hematological Conditions","OIF/OEF/OND",NA,NA,28,39.1,"Second Third"
"Industrial Pollution","Hematological Conditions","ODSS",NA,NA,1,6.78,"First Third"
